0.41 6.00 123609865.46
0.43 5.00 98638832.43
0.46 11.00 130143156.18
0.49 10.00 122658263.37
0.52 10.00 131722899.52
0.55 13.00 166862854.20
0.58 6.00 33719571.30
0.61 8.00 57643471.06
0.65 18.00 100177173.10
0.69 22.00 131726394.34
0.73 16.00 63582113.21
0.77 20.00 61543182.28
0.82 18.00 43017252.75
0.87 29.00 88750367.54
0.92 34.00 82556196.57
0.97 31.00 53106795.32
1.03 51.00 74194469.73
1.09 46.00 56209005.54
1.16 54.00 60971629.15
1.22 60.00 59127180.94
1.30 65.00 45356030.29
1.37 94.00 57399698.79
1.46 113.00 52890209.65
1.54 122.00 54657332.44
1.63 140.00 45089852.84
1.73 134.00 38560725.04
1.83 178.00 44478787.42
1.94 161.00 33992112.36
2.06 177.00 29851461.86
2.18 222.00 32512584.44
2.31 261.00 32406558.65
2.44 261.00 26725937.45
2.59 281.00 23551462.50
2.74 324.00 25375308.82
2.91 373.00 23179040.27
3.08 374.00 19783372.78
3.26 418.00 17254635.44
3.45 464.00 16715473.22
3.66 553.00 16576617.69
3.88 599.00 14593643.26
4.11 629.00 13146018.01
4.35 738.00 13448506.71
4.61 823.00 12034423.01
4.88 860.00 11173388.24
5.17 922.00 10134750.15
5.48 992.00 9058265.69
5.80 1172.00 8996880.83
6.15 1259.00 8078776.34
6.51 1379.00 7263558.78
6.90 1483.00 6721213.08
7.30 1704.00 6369651.88
7.74 1823.00 5733004.40
8.20 2003.00 5382039.71
8.68 2292.00 5262354.13
9.20 2536.00 4858658.31
9.74 2702.00 4223061.11
10.32 2981.00 3925548.15
10.93 3235.00 3556755.89
11.58 3595.00 3411222.54
12.27 3864.00 3039498.36
13.00 4232.00 2745430.61
13.77 4528.00 2553656.41
14.58 5005.00 2362053.39
15.45 5297.00 2096647.32
16.37 5910.00 1967564.95
17.34 6651.00 1843392.15
18.36 7093.00 1666125.27
19.45 7699.00 1532111.98
20.61 7955.00 1323192.25
21.83 8269.00 1147821.97
23.12 8455.00 973940.85
24.50 8887.00 866979.85
25.95 9320.00 766545.14
27.49 10054.00 704560.61
29.12 10752.00 622542.90
30.84 11675.00 567984.97
32.67 12497.00 515592.15
34.61 13588.00 467460.34
36.66 14790.00 429160.41
38.84 15422.00 378125.59
41.14 16032.00 326912.20
43.58 16823.00 290177.61
46.17 17354.00 253482.85
48.91 18203.00 225714.59
51.81 17918.00 182648.85
54.88 18409.00 159589.16
58.13 19891.00 144744.37
61.58 22142.00 135814.31
65.23 22470.00 115858.97
69.10 23876.00 102845.62
73.20 25737.00 93419.44
77.54 28373.00 87079.16
82.14 29352.00 75350.83
87.01 30613.00 66317.24
92.17 30875.00 56324.25
97.64 31187.00 47389.07
103.43 31968.00 41021.54
109.57 33830.00 36307.02
116.07 34886.00 31919.12
122.95 34408.00 26364.65
130.24 34900.00 22323.10
137.97 35357.00 19210.77
146.15 35766.00 16319.64
154.82 36254.00 13923.35
164.00 35795.00 11456.28
173.73 38108.00 10354.50
184.03 34529.00 7833.28
194.94 34470.00 6591.38
206.51 37237.00 6003.05
218.75 18590.00 2511.06
231.73 34.00 3.87
245.47 0.00 0.00
260.03 0.00 0.00
275.45 0.00 0.00
291.79 0.00 0.00
309.09 0.00 0.00
327.43 0.00 0.00
346.85 0.00 0.00
367.42 0.00 0.00
389.21 0.00 0.00
412.29 0.00 0.00
436.74 0.00 0.00
462.65 0.00 0.00
490.09 0.00 0.00
519.15 0.00 0.00
549.94 0.00 0.00
582.56 0.00 0.00
617.11 0.00 0.00
653.71 0.00 0.00
692.48 0.00 0.00
733.55 0.00 0.00
777.06 0.00 0.00
823.15 0.00 0.00
871.97 0.00 0.00
923.68 0.00 0.00
978.47 0.00 0.00
1036.50 0.00 0.00
1097.97 0.00 0.00
1163.09 0.00 0.00
1232.08 0.00 0.00
1305.15 0.00 0.00
1382.56 0.00 0.00
1464.56 0.00 0.00
1551.42 0.00 0.00
1643.43 0.00 0.00
1740.90 0.00 0.00
1844.15 0.00 0.00
1953.53 0.00 0.00
2069.39 0.00 0.00
2192.12 0.00 0.00
