0.41 5.00 175035584.88
0.43 8.00 187588602.44
0.46 9.00 142172048.93
0.49 14.00 121676265.79
0.52 9.00 129520276.69
0.55 19.00 208680608.18
0.58 11.00 96349314.32
0.61 18.00 145991278.49
0.65 42.00 241044603.74
0.69 27.00 146090811.17
0.73 33.00 140085349.06
0.77 44.00 162993431.85
0.82 43.00 100131103.41
0.86 63.00 162078232.34
0.91 48.00 102125978.02
0.97 73.00 139192520.67
1.03 80.00 134612516.12
1.09 80.00 107190577.89
1.15 94.00 94279220.72
1.22 104.00 93762714.18
1.29 149.00 114686361.56
1.37 137.00 88321331.14
1.45 163.00 80718490.65
1.53 179.00 79194432.43
1.62 221.00 83403264.46
1.72 221.00 65182065.79
1.82 242.00 59337892.73
1.93 262.00 53650973.46
2.04 322.00 60970531.36
2.16 342.00 51809551.72
2.29 386.00 50466581.78
2.43 469.00 50556297.15
2.57 472.00 44033114.24
2.72 552.00 40574809.21
2.88 656.00 40840701.49
3.05 642.00 34028163.43
3.23 736.00 33019951.29
3.42 828.00 29543466.41
3.62 898.00 28204222.15
3.84 1028.00 27329031.27
4.06 1156.00 25748780.71
4.30 1240.00 23052318.67
4.56 1325.00 21192284.53
4.83 1464.00 19624735.71
5.11 1636.00 18043186.16
5.42 1743.00 16068405.91
5.74 1823.00 14256308.37
6.07 2048.00 13593376.00
6.43 2252.00 12386810.64
6.81 2403.00 11173220.34
7.21 2608.00 10311689.46
7.64 2774.00 9157860.89
8.09 3005.00 8410073.61
8.57 3188.00 7448737.22
9.08 3450.00 6709153.01
9.61 3732.00 6171142.77
10.18 3897.00 5448772.98
10.78 4252.00 4936267.88
11.42 4557.00 4466584.42
12.09 4772.00 3937323.33
12.80 5210.00 3563828.42
13.56 5682.00 3343013.99
14.36 6111.00 3008882.15
15.21 6437.00 2646514.75
16.11 6722.00 2361574.64
17.06 7368.00 2162635.94
18.07 7562.00 1854824.24
19.13 8210.00 1719315.74
20.26 8479.00 1495955.74
21.46 9141.00 1338616.65
22.73 9715.00 1195033.79
24.07 10405.00 1087928.59
25.49 10832.00 939945.28
26.99 11264.00 833274.91
28.59 11573.00 720632.75
30.28 12240.00 642054.78
32.06 12403.00 547063.81
33.96 12847.00 473633.27
35.96 13439.00 419350.27
38.09 14196.00 375086.81
40.34 14756.00 320846.57
42.72 15605.00 288326.66
45.24 16480.00 256896.36
47.91 17953.00 235432.99
50.74 19299.00 213756.87
53.74 20133.00 185590.32
56.91 21602.00 169011.41
60.27 22508.00 149506.53
63.83 23162.00 127607.24
67.60 24180.00 111483.08
71.59 24887.00 96707.66
75.82 25505.00 84409.54
80.29 26305.00 72813.58
85.03 26990.00 62628.20
90.06 28486.00 56165.54
95.37 28638.00 47085.15
101.00 29052.00 40502.11
106.97 29119.00 33765.29
113.29 30021.00 29444.57
119.97 30632.00 25431.91
127.06 31093.00 21637.95
134.56 32488.00 19055.94
142.51 30101.00 14745.25
150.92 28118.00 11608.16
159.83 27498.00 9560.53
169.27 27748.00 8163.72
179.27 27236.00 6749.06
189.85 27709.00 5756.85
201.06 29169.00 5110.01
212.94 20728.00 3029.54
225.51 0.00 0.00
238.83 0.00 0.00
252.93 0.00 0.00
267.86 0.00 0.00
283.68 0.00 0.00
300.43 0.00 0.00
318.17 0.00 0.00
336.96 0.00 0.00
356.85 0.00 0.00
377.93 0.00 0.00
400.24 0.00 0.00
423.88 0.00 0.00
448.91 0.00 0.00
475.41 0.00 0.00
503.49 0.00 0.00
533.22 0.00 0.00
564.70 0.00 0.00
598.05 0.00 0.00
633.36 0.00 0.00
670.76 0.00 0.00
710.37 0.00 0.00
752.31 0.00 0.00
796.74 0.00 0.00
843.78 0.00 0.00
893.61 0.00 0.00
946.37 0.00 0.00
1002.25 0.00 0.00
1061.44 0.00 0.00
1124.11 0.00 0.00
1190.49 0.00 0.00
1260.79 0.00 0.00
1335.23 0.00 0.00
1414.08 0.00 0.00
1497.58 0.00 0.00
1586.01 0.00 0.00
1679.66 0.00 0.00
1778.84 0.00 0.00
1883.88 0.00 0.00
1995.12 0.00 0.00
2112.93 0.00 0.00
