0.14 0.00 0.00
0.14 0.00 0.00
0.15 2.00 48406538.81
0.16 0.00 0.00
0.17 3.00 51154564.73
0.18 3.00 42936727.98
0.19 2.00 24026042.37
0.21 3.00 30249489.49
0.22 2.00 16926662.80
0.23 3.00 21311163.14
0.24 1.00 5962528.27
0.26 3.00 15013994.68
0.28 9.00 37806116.15
0.29 7.00 24680965.61
0.31 6.00 17756603.99
0.33 6.00 14904055.57
0.35 12.00 25019522.04
0.37 10.00 17500171.90
0.39 10.00 14688818.57
0.41 13.00 16027831.61
0.44 16.00 16557545.36
0.47 13.00 11291818.14
0.49 18.00 13123134.49
0.52 21.00 12850763.21
0.55 28.00 14381765.73
0.59 33.00 14226978.35
0.62 39.00 14112627.86
0.66 53.00 16097695.35
0.70 63.00 16061013.09
0.74 61.00 13052892.87
0.79 74.00 13290863.88
0.83 105.00 15829067.89
0.88 110.00 13918847.60
0.94 148.00 15718708.57
0.99 148.00 13193542.30
1.05 175.00 13094300.38
1.12 217.00 13628514.99
1.18 223.00 11755421.82
1.26 260.00 11504063.08
1.33 315.00 11698576.31
1.41 324.00 10099782.48
1.50 448.00 11721672.32
1.59 471.00 10343726.33
1.68 558.00 10285723.97
1.78 642.00 9932995.68
1.89 734.00 9532039.43
2.00 839.00 9145264.76
2.12 969.00 8865488.10
2.25 1118.00 8585492.83
2.39 1199.00 7728356.75
2.53 1368.00 7401140.14
2.68 1593.00 7233905.95
2.84 1687.00 6430085.04
3.01 1856.00 5937780.76
3.20 2174.00 5837814.33
3.39 2376.00 5355274.37
3.59 2569.00 4860085.91
3.81 2866.00 4550934.45
4.04 3063.00 4082403.64
4.28 3336.00 3731982.00
4.54 3670.00 3446070.15
4.81 3919.00 3088715.20
5.10 4185.00 2768487.82
5.40 4570.00 2537510.84
5.73 4877.00 2272945.45
6.07 5197.00 2032981.97
6.44 5557.00 1824591.97
6.82 6056.00 1668997.86
7.23 6501.00 1503815.76
7.67 6997.00 1358535.19
8.13 7608.00 1239864.07
8.62 7927.00 1084318.78
9.14 8456.00 970862.32
9.69 9108.00 877728.60
10.27 9455.00 764791.96
10.89 10317.00 700454.23
11.54 10741.00 612090.44
12.23 11503.00 550207.56
12.97 12154.00 487954.38
13.75 12925.00 435547.06
14.58 13621.00 385263.69
15.45 14271.00 338803.62
16.38 15082.00 300536.43
17.37 15583.00 260635.65
18.41 15886.00 223019.00
19.52 16305.00 192128.88
20.69 16913.00 167277.32
21.93 17480.00 145111.68
23.25 17815.00 124134.17
24.65 18676.00 109227.99
26.13 19999.00 98175.45
27.70 21487.00 88534.99
29.37 21951.00 75916.82
31.13 22369.00 64934.40
33.00 24151.00 58844.78
34.99 25006.00 51140.10
37.09 26137.00 44866.03
39.32 27624.00 39800.91
41.69 28759.00 34779.62
44.19 29881.00 30331.28
46.85 31650.00 26965.83
49.66 35193.00 25167.55
52.65 34311.00 20595.04
55.81 31454.00 15847.10
59.17 29304.00 12392.11
62.73 28324.00 10053.50
66.50 26883.00 8009.13
70.49 27007.00 6753.49
74.73 25140.00 5276.69
79.22 25266.00 4451.20
83.99 8079.00 1194.66
89.03 0.00 0.00
94.39 0.00 0.00
100.06 0.00 0.00
106.08 0.00 0.00
112.45 0.00 0.00
119.21 0.00 0.00
126.38 0.00 0.00
133.97 0.00 0.00
142.03 0.00 0.00
150.57 0.00 0.00
159.62 0.00 0.00
169.21 0.00 0.00
179.38 0.00 0.00
190.17 0.00 0.00
201.60 0.00 0.00
213.72 0.00 0.00
226.56 0.00 0.00
240.18 0.00 0.00
254.62 0.00 0.00
269.92 0.00 0.00
286.15 0.00 0.00
303.35 0.00 0.00
321.59 0.00 0.00
340.92 0.00 0.00
361.41 0.00 0.00
383.14 0.00 0.00
406.17 0.00 0.00
430.58 0.00 0.00
456.47 0.00 0.00
483.91 0.00 0.00
512.99 0.00 0.00
543.83 0.00 0.00
576.52 0.00 0.00
611.18 0.00 0.00
647.92 0.00 0.00
686.87 0.00 0.00
728.16 0.00 0.00
771.93 0.00 0.00
818.33 0.00 0.00
