0.14 0.00 0.00
0.15 1.00 28327128.42
0.15 2.00 47435301.25
0.16 1.00 19858241.29
0.17 7.00 116387928.69
0.18 2.00 27842550.17
0.19 2.00 23311924.45
0.21 3.00 29277804.19
0.22 2.00 16342419.67
0.23 4.00 27366261.36
0.25 4.00 22913138.82
0.26 6.00 28776963.20
0.28 9.00 36141430.35
0.30 16.00 53796240.39
0.31 8.00 22521175.03
0.33 8.00 18856459.90
0.35 13.00 25655627.60
0.37 13.00 21480864.67
0.40 15.00 20752421.60
0.42 17.00 19692259.95
0.45 17.00 16487874.61
0.47 26.00 21113402.09
0.50 26.00 17677764.11
0.53 32.00 18216841.55
0.57 48.00 22878811.27
0.60 42.00 16761412.91
0.64 58.00 19380208.45
0.68 72.00 20143366.88
0.72 71.00 16631331.92
0.76 82.00 16082429.29
0.81 94.00 15435999.92
0.86 137.00 18836343.31
0.91 145.00 16692183.42
0.96 170.00 16385631.49
1.02 211.00 17028085.94
1.09 257.00 17365433.02
1.15 302.00 17085533.84
1.22 357.00 16910597.08
1.30 410.00 16260867.03
1.38 414.00 13747676.33
1.46 510.00 14179739.42
1.55 563.00 13106163.59
1.64 634.00 12357356.15
1.74 744.00 12141668.10
1.85 880.00 12024228.20
1.96 965.00 11040048.13
2.08 1112.00 10651666.41
2.21 1262.00 10121415.19
2.34 1446.00 9710001.44
2.49 1656.00 9310659.62
2.64 1857.00 8741805.45
2.80 2114.00 8332269.96
2.97 2372.00 7827843.78
3.15 2604.00 7195112.04
3.34 2865.00 6628119.40
3.55 3138.00 6078378.67
3.76 3465.00 5619622.83
3.99 3680.00 4997132.48
4.24 4083.00 4642175.35
4.49 4404.00 4192360.18
4.77 4932.00 3931003.77
5.06 5179.00 3456172.58
5.37 5810.00 3246345.64
5.69 6470.00 3026857.82
6.04 6922.00 2711367.91
6.41 7641.00 2505971.76
6.80 8249.00 2265147.00
7.22 8859.00 2036802.44
7.66 9476.00 1824140.86
8.12 10382.00 1673337.18
8.62 10899.00 1470815.52
9.14 11746.00 1327182.56
9.70 12511.00 1183591.42
10.29 13314.00 1054599.24
10.92 14063.00 932665.67
11.59 14969.00 831208.39
12.29 15830.00 735981.95
13.04 16853.00 656043.42
13.84 17695.00 576733.33
14.68 19040.00 519589.71
15.58 20100.00 459260.16
16.53 21233.00 406203.06
17.54 22324.00 357579.78
18.61 23560.00 315969.63
19.74 24725.00 277635.81
20.94 25586.00 240552.95
22.22 26354.00 207455.02
23.58 26623.00 175470.26
25.01 28567.00 157645.03
26.54 28864.00 133364.82
28.16 28575.00 110545.26
29.88 29402.00 95235.72
31.70 30507.00 82735.44
33.63 31903.00 72442.39
35.68 32549.00 61882.52
37.86 33114.00 52712.19
40.17 33753.00 44986.37
42.62 35283.00 39373.42
45.22 35390.00 33066.43
47.97 36687.00 28700.41
50.90 38243.00 25049.38
54.00 38840.00 21300.68
57.30 45474.00 20880.77
60.79 45706.00 17572.18
64.50 43259.00 13925.09
68.43 44219.00 11917.89
72.61 42309.00 9547.56
77.04 41898.00 7922.14
81.73 41119.00 6504.90
86.72 43049.00 5702.04
92.01 45474.00 5049.98
97.62 1455.00 135.10
103.57 0.00 0.00
109.89 0.00 0.00
116.59 0.00 0.00
123.70 0.00 0.00
131.25 0.00 0.00
139.25 0.00 0.00
147.74 0.00 0.00
156.75 0.00 0.00
166.31 0.00 0.00
176.46 0.00 0.00
187.22 0.00 0.00
198.64 0.00 0.00
210.75 0.00 0.00
223.60 0.00 0.00
237.24 0.00 0.00
251.71 0.00 0.00
267.06 0.00 0.00
283.35 0.00 0.00
300.63 0.00 0.00
318.96 0.00 0.00
338.42 0.00 0.00
359.05 0.00 0.00
380.95 0.00 0.00
404.19 0.00 0.00
428.84 0.00 0.00
454.99 0.00 0.00
482.74 0.00 0.00
512.18 0.00 0.00
543.42 0.00 0.00
576.56 0.00 0.00
611.72 0.00 0.00
649.03 0.00 0.00
688.61 0.00 0.00
730.61 0.00 0.00
775.17 0.00 0.00
822.44 0.00 0.00
872.60 0.00 0.00
925.82 0.00 0.00
