0.41 19.00 633142985.96
0.44 19.00 528807782.03
0.46 28.00 650876071.58
0.49 28.00 543618644.48
0.52 31.00 502682820.75
0.55 50.00 677171063.08
0.59 44.00 497710841.88
0.62 68.00 642435268.87
0.66 74.00 583913101.46
0.70 81.00 533823337.92
0.75 88.00 484385626.37
0.79 109.00 501107740.03
0.84 146.00 560600532.95
0.90 151.00 484254466.85
0.95 182.00 487488206.71
1.01 199.00 445186349.94
1.07 238.00 444694499.92
1.14 284.00 443199415.17
1.21 334.00 435334757.54
1.28 393.00 427824315.53
1.36 426.00 387327694.28
1.45 445.00 337928639.65
1.54 573.00 363425710.91
1.63 595.00 315191161.06
1.73 653.00 288912467.33
1.84 725.00 267908903.01
1.95 818.00 252463431.46
2.07 855.00 220397837.75
2.20 927.00 199579985.40
2.34 1059.00 190427317.69
2.48 1085.00 162951763.85
2.64 1206.00 151276919.77
2.80 1286.00 134729398.67
2.97 1347.00 117865047.67
3.16 1439.00 105165737.56
3.35 1483.00 90521275.90
3.56 1592.00 81161229.36
3.78 1663.00 70809877.02
4.01 1788.00 63586532.55
4.26 1963.00 58306096.32
4.53 2029.00 50335194.47
4.81 2103.00 43573757.70
5.10 2265.00 39196743.36
5.42 2419.00 34963402.11
5.75 2529.00 30529710.32
6.11 2754.00 27767311.21
6.49 3053.00 25709446.91
6.89 3198.00 22492639.70
7.32 3445.00 20237051.22
7.77 3762.00 18457498.15
8.25 4000.00 16391174.40
8.76 4264.00 14593629.41
9.30 4559.00 13032020.29
9.88 4926.00 11760684.52
10.49 5248.00 10464730.70
11.14 5548.00 9239888.29
11.83 6123.00 8517076.83
12.56 6570.00 7632867.31
13.33 7078.00 6867978.69
14.16 7321.00 5933143.13
15.03 7916.00 5358166.95
15.96 8430.00 4765780.86
16.95 9232.00 4359115.01
18.00 9520.00 3754356.57
19.11 10485.00 3453528.48
20.30 11316.00 3113031.99
21.55 11835.00 2719286.36
22.89 12682.00 2433719.20
24.30 13281.00 2128675.85
25.80 14060.00 1882175.50
27.40 14937.00 1670068.23
29.10 15844.00 1479557.01
30.90 16917.00 1319429.70
32.81 17416.00 1134507.47
34.84 18660.00 1015235.09
36.99 19473.00 884878.99
39.28 20223.00 767525.19
41.71 21173.00 671159.12
44.29 22061.00 584069.23
47.03 23441.00 518335.92
49.94 24198.00 446900.34
53.03 25595.00 394804.76
56.31 26995.00 347781.61
59.79 28142.00 302812.84
63.49 29515.00 265251.68
67.42 31102.00 233453.14
71.59 33054.00 207219.90
76.02 34765.00 182031.15
80.72 36819.00 161016.91
85.72 38738.00 141492.28
91.02 39417.00 120247.25
96.65 40708.00 103721.17
102.63 42209.00 89823.24
108.98 43610.00 77511.44
115.72 46128.00 68476.31
122.88 45167.00 56011.13
130.48 46470.00 48139.17
138.55 47904.00 41431.97
147.12 50887.00 36759.26
156.22 51699.00 31191.63
165.88 52924.00 26668.87
176.15 54187.00 22809.24
187.04 52954.00 18614.13
198.61 54118.00 15888.46
210.90 55734.00 13668.54
223.95 57028.00 11681.13
237.80 57879.00 9900.32
252.51 54080.00 7726.11
268.13 50734.00 6053.68
284.72 53204.00 5302.25
302.33 54400.00 4528.75
321.04 33026.00 2295.96
340.90 0.00 0.00
361.98 0.00 0.00
384.38 0.00 0.00
408.16 0.00 0.00
433.41 0.00 0.00
460.22 0.00 0.00
488.69 0.00 0.00
518.92 0.00 0.00
551.02 0.00 0.00
585.11 0.00 0.00
621.30 0.00 0.00
659.74 0.00 0.00
700.55 0.00 0.00
743.89 0.00 0.00
789.90 0.00 0.00
838.77 0.00 0.00
890.66 0.00 0.00
945.75 0.00 0.00
1004.26 0.00 0.00
1066.38 0.00 0.00
1132.35 0.00 0.00
1202.40 0.00 0.00
1276.79 0.00 0.00
1355.77 0.00 0.00
1439.64 0.00 0.00
1528.70 0.00 0.00
1623.27 0.00 0.00
1723.68 0.00 0.00
1830.31 0.00 0.00
1943.54 0.00 0.00
2063.77 0.00 0.00
2191.44 0.00 0.00
2327.01 0.00 0.00
2470.96 0.00 0.00
2623.82 0.00 0.00
2786.13 0.00 0.00
2958.49 0.00 0.00
3141.50 0.00 0.00
